Geneid	Control_1	Control_2	Treated_1	Treated_2
NM_139715.6	28	52	682	660
NM_168124.2	0	0	1	1
NM_139717.3	40	48	338	354
NM_139719.2	0	2	18	34
NM_001300015.1	0	0	1	0
NM_139721.2	0	0	0	2
NM_139722.4	80	98	346	330
NM_176284.3	4	0	309	306
NM_139724.4	13	16	59	71
NM_001300016.1	2	2	82	70
NM_001274516.1	0	0	1	0
NM_139726.2	0	0	4	2
NM_079211.3	2	2	28	14
NM_168126.4	0	0	1	0
NM_168128.3	6	2	15	6
NM_206279.4	0	0	5	7
NM_079213.4	4	6	72	55
NM_001300020.1	0	0	0	1
NR_002476.1	0	0	0	1
NR_003859.1	1	0	5	6
NR_003860.1	0	0	6	5
NR_002477.2	0	0	3	4
NR_048232.1	0	0	3	0
NM_079214.4	237	273	1002	1010
NM_139728.2	2	15	42	36
NM_168132.3	0	0	3	0
NM_168136.2	1	6	84	68
NM_139730.3	4	16	70	69
NM_001144421.2	0	0	1	3
NM_079215.3	0	2	18	20
NM_001300021.1	1	1	4	8
NM_001274521.1	29	16	425	407
NM_168141.2	0	0	0	3
NM_168142.2	0	2	0	2
NM_001274523.1	2	7	12	8
NM_139734.3	0	0	27	36
NM_001014565.2	2	0	1	1
NM_079218.3	2	0	59	62
NM_139735.4	0	0	13	6
NM_139738.2	0	12	20	26
NM_168144.3	20	26	148	143
NM_168145.3	0	4	42	28
NM_001259713.3	0	1	0	1
NM_001014566.1	8	6	54	31
NM_001014567.2	1	1	2	5
NM_001014568.1	0	0	1	0
NM_079219.3	0	0	6	7
NM_001038902.3	0	0	0	2
NM_168153.2	0	0	8	6
NM_139755.3	0	0	0	2
NM_139756.3	2	0	0	0
NM_001274531.1	0	0	1	0
NM_139759.2	0	0	0	2
NM_139760.2	0	2	16	4
NM_139762.3	8	6	20	18
NM_139763.3	3	2	29	29
NM_139764.3	6	44	429	449
NM_001300023.1	0	0	2	0
NM_001274534.2	0	0	6	4
NM_139768.2	4	3	22	25
NM_139769.2	24	60	137	134
NM_168154.3	0	1	0	1
NM_057924.3	0	4	0	0
NM_057925.3	13	28	6	0
NM_057926.3	4	0	0	2
NM_176290.2	21	41	0	0
NM_168158.2	2	12	0	0
NM_001274537.1	1	0	0	0
NM_057931.5	10	10	2	0
NM_176291.3	26	46	1	1
NM_001104053.3	1	4	0	0
NM_080075.3	37	56	0	1
NM_057932.3	4	11	0	0
NM_057934.3	10	6	0	0
NR_124808.1	15	10	0	0
NM_139773.3	0	0	0	2
NM_001104054.1	36	78	1045	1008
NM_139775.2	0	0	3	2
NM_001274540.1	10	7	128	196
NM_001104055.2	14	23	158	142
NM_057949.5	30	30	172	194
NM_001259715.2	0	0	2	2
NM_057956.4	26	46	273	256
NM_139779.3	0	4	27	18
NM_139780.3	60	42	282	316
NM_168161.2	0	0	1	0
NM_139781.1	0	0	4	2
NM_057269.3	180	356	5768	5981
NM_001316477.1	4	6	0	0
NM_139783.2	0	2	4	0
NM_057483.4	12	22	102	106
NM_168162.2	122	192	310	314
NM_001274545.2	0	3	4	2
NR_124810.1	1	0	0	0
NM_168163.1	1	0	0	0
NM_139786.3	4	4	28	14
NM_139788.3	0	2	11	16
NM_001274548.1	2	2	10	22
NM_139790.3	24	36	78	57
NM_139791.3	26	40	215	249
NM_079222.5	0	0	1	0
NM_206280.2	0	1	3	3
NM_168169.3	0	7	10	4
NM_144449.4	2	2	28	16
NM_001259720.2	0	0	1	4
NM_079223.2	0	0	2	0
NM_139793.2	1	1	8	2
NR_124815.1	0	6	0	6
NM_206283.2	0	3	103	90
NM_168174.3	0	0	7	4
NM_168173.2	0	1	5	4
NM_139796.3	0	0	0	1
NM_139797.4	41	38	83	90
NR_124820.1	2	2	4	5
NM_176292.2	1	0	0	0
NM_139800.3	0	1	1	0
NM_001274558.1	0	0	15	16
NM_139802.3	0	0	2	4
NM_168180.2	1	0	0	0
NR_124821.1	2	0	3	6
NM_001300028.1	15	4	25	21
NM_168181.2	0	0	0	1
NM_139803.3	0	0	2	0
NM_168182.3	65	122	322	268
NM_139807.4	7	12	25	52
NM_080019.3	10	18	78	90
NM_057632.4	16	20	327	389
NM_139808.2	0	0	2	2
NM_139809.3	2	10	22	20
NM_139810.3	204	376	608	656
NM_139811.2	0	0	3	4
NM_058154.5	84	68	643	710
NR_001944.2	1	0	10	18
NM_001169887.2	0	0	2	6
NM_139813.3	0	0	0	2
NR_133181.1	0	0	8	15
NM_001259723.1	0	0	3	2
NM_168186.3	0	0	0	2
NM_139820.2	2	0	1	0
NM_001104057.1	0	0	1	0
NM_079227.3	12	35	114	179
NM_139823.3	0	0	0	2
NM_001274566.1	2	5	8	7
NM_079230.3	11	7	30	22
NM_139833.2	2	11	72	61
NM_139835.3	6	15	38	59
NM_079232.1	0	10	5	0
NM_001274574.1	1	1	11	17
NM_139837.3	6	6	34	42
NM_001259724.2	0	0	0	1
NM_001274575.2	1	2	10	2
NM_139843.3	0	4	32	25
NM_139844.3	0	0	6	3
NM_139845.3	22	47	344	336
NM_139846.3	4	18	47	37
NM_168205.4	2	2	20	9
NM_001274580.1	0	0	0	1
NM_139850.4	5	3	2	1
NM_139851.2	2	0	4	2
NM_057787.5	36	40	119	126
NR_133182.1	0	0	2	2
NM_139852.4	31	25	179	186
NR_133183.1	0	1	2	2
NM_168209.4	1	0	5	4
NM_168207.3	1	4	2	3
NM_139854.2	79	81	375	389
NM_001202128.2	125	181	640	657
NM_001202127.2	0	0	4	6
NM_001202126.1	0	0	2	1
NM_001202129.2	0	0	1	4
NM_001274582.1	0	0	3	8
NM_139857.3	16	36	715	733
NM_001274583.1	0	0	0	1
NM_139858.4	0	0	0	1
NM_168213.3	0	0	3	0
NM_139861.3	0	0	0	2
NR_002480.2	0	0	2	0
NM_206288.4	0	2	16	13
NM_001274588.2	11	17	286	318
NM_139868.3	10	8	80	78
NM_176295.2	2	2	46	55
NM_139872.2	0	0	2	0
NM_079237.3	0	2	8	10
NR_133186.1	0	0	0	1
NM_001274595.1	7	8	350	398
NM_001274597.1	6	8	6	13
NM_168219.1	0	2	7	6
NM_139879.3	0	4	4	4
NM_139880.4	0	1	65	51
NM_139881.2	0	0	11	8
NM_139882.2	0	0	2	1
NM_206294.3	0	0	2	0
NM_001274604.1	0	0	0	1
NM_206295.3	3	0	7	7
NM_206293.2	0	0	0	1
NR_003861.1	0	0	1	3
NM_206296.3	2	2	13	16
NM_139887.5	14	22	76	80
NM_206297.3	0	0	2	2
NM_139888.3	1	2	21	22
NM_139889.2	75	101	482	488
NM_139892.3	13	18	98	109
NM_001316447.1	4	5	4	3
NM_139894.3	326	285	26325	26397
NM_001274610.1	2	0	19	9
NM_001274612.1	2	1	0	0
NM_139898.2	2	16	4	18
NM_001274605.1	0	1	0	0
NM_079239.4	0	0	1	2
NM_001274614.1	0	0	1	0
NM_001259731.3	36	27	141	146
NM_168239.2	2	4	2	4
NM_001300045.1	0	0	11	12
NM_139903.2	0	0	2	1
NM_001259732.1	0	0	1	1
NM_001104070.2	0	0	0	2
NM_139904.2	10	21	174	181
NM_139905.4	35	54	181	174
NM_168244.2	2	0	12	22
NM_001300046.1	4	0	9	9
NM_139906.3	16	46	170	156
NM_079242.3	72	110	1054	1032
NM_139908.3	74	68	474	527
NM_139910.4	109	148	741	762
NM_139911.3	7	17	173	150
NM_001274626.1	0	0	0	2
NM_139912.5	1	0	4	1
NM_001259733.1	5	3	87	95
NM_001104071.2	0	4	41	34
NM_001104074.3	2	1	76	52
NR_073918.1	0	0	1	1
NM_139914.4	4	2	44	54
NM_001043129.3	0	2	39	29
NM_001382096.1	0	0	4	0
NM_168254.2	21	33	206	221
NM_079918.3	0	0	4	6
NM_001274628.1	0	0	0	2
NM_001274629.1	0	2	8	4
NM_079244.3	15	24	165	137
NM_080041.3	226	341	2755	2702
NM_206300.2	4	2	34	36
NM_139919.2	20	6	102	89
NM_144401.3	4	6	42	17
NM_080017.3	94	98	726	657
NM_001144435.2	2	2	30	21
NM_139921.4	0	12	30	32
NM_139922.3	43	49	99	88
NM_001169907.3	0	0	1	0
NM_001274632.1	0	0	2	0
NM_001274633.1	0	0	2	2
NM_001274634.1	0	0	0	1
NM_144350.2	8	20	53	41
NM_079245.3	76	94	400	370
NM_139925.3	38	71	217	200
NM_139926.3	0	0	0	2
NM_168258.3	4	6	37	37
NR_133191.1	1	0	0	0
NM_168259.3	0	0	3	2
NM_206301.4	0	0	1	1
NM_139928.5	40	38	219	211
NM_139929.4	0	0	0	4
NM_001274639.1	0	0	1	1
NM_139932.3	0	0	3	3
NM_168261.3	6	12	45	35
NM_001259735.1	11	8	2	4
NM_139936.3	4	2	0	0
NM_139937.2	0	0	52	34
NR_073919.1	0	0	4	0
NM_139938.2	0	0	17	19
NM_001274644.1	0	2	6	8
NM_139942.5	2	0	25	32
NM_001274646.1	0	0	1	0
NM_079246.4	1	0	0	0
NM_139944.3	26	32	169	185
NM_139945.3	24	28	88	130
NM_139946.2	2	0	42	56
NM_139947.3	16	30	246	194
NM_079247.3	0	1	4	0
NM_168262.3	0	0	0	3
NR_124832.1	2	5	24	12
NM_139949.3	1	2	10	6
NM_001104078.2	0	10	2	0
NM_139952.3	0	0	0	4
NM_139953.4	4	16	82	72
NM_079248.4	6	12	79	106
NM_139954.2	108	142	1023	964
NM_001104079.4	11	10	88	75
NM_139956.1	3	5	35	30
NM_176298.2	0	0	2	2
NM_139965.3	16	27	128	159
NM_139966.3	0	0	2	0
NM_168275.2	2	2	23	32
NM_168276.2	17	13	160	147
NM_139967.2	29	24	39	48
NM_001259740.2	0	0	0	1
NM_001300055.1	4	1	63	89
NM_001259744.1	1	0	0	1
NM_139973.3	10	22	54	70
NM_139974.4	17	16	70	91
NM_001274653.1	0	1	0	0
NM_139975.3	10	6	40	32
NM_139977.3	438	621	686	627
NM_139978.4	2	0	6	0
NM_168277.2	23	32	45	47
NM_139979.3	71	138	269	293
NM_139980.3	66	68	164	164
NM_001300056.1	0	0	3	2
NM_001274655.1	0	0	0	1
NM_176301.2	17	27	90	80
NM_001274657.1	0	0	1	0
NR_073920.1	0	0	1	2
NM_139982.5	36	64	142	218
NM_001300057.1	1	5	10	3
NM_168279.3	0	0	1	0
NM_001259748.2	58	116	339	381
NM_139984.3	26	12	85	69
NM_079251.4	1041	1826	6198	6327
NR_001954.1	0	0	1	0
NM_168282.2	2	0	0	0
NM_139988.5	28	28	149	134
NM_176305.4	24	34	48	34
NM_176306.3	49	67	65	71
NM_139990.3	15	16	41	33
NM_168288.3	6	4	6	2
NM_079252.3	0	2	0	0
NM_001014577.2	1	4	29	32
NR_124833.1	0	0	4	9
NM_001274667.1	2	2	12	11
NM_079254.2	0	0	4	2
NM_079255.2	0	0	7	2
NM_001259752.1	0	0	8	4
NM_144187.3	0	3	30	10
NM_001274670.1	4	3	28	24
NM_001202143.2	3	0	1	3
NM_140003.2	0	0	2	0
NM_001259756.2	15	28	125	165
NM_001259757.1	0	0	2	3
NM_079260.3	3	6	18	19
NM_168299.2	1	0	0	1
NM_140009.3	0	0	5	2
NM_001274679.1	0	0	1	0
NM_168302.3	0	0	1	0
NM_079262.3	132	180	194	202
NM_080003.4	10	6	128	88
NM_140010.2	0	0	2	4
NM_001169919.2	0	0	0	1
NM_140014.4	5	3	36	32
NM_168306.2	0	3	3	1
NM_140015.3	14	23	128	149
NM_140016.3	120	142	620	651
NM_140017.1	0	0	8	7
NM_001202144.1	0	0	1	1
NM_001274680.1	0	0	18	14
NM_140021.2	0	0	0	4
NM_001144452.2	1	5	21	39
NM_079263.3	1	0	0	0
NM_168309.3	2	0	13	21
NM_140023.3	4	0	6	14
NM_140026.3	0	1	2	1
NM_140027.2	0	0	3	0
NM_001300060.1	1	0	0	0
NM_168313.4	0	4	0	0
NM_079264.3	5	24	1	1
NM_001300061.1	206	194	657	706
NM_140029.4	11	18	35	28
NM_168317.3	12	14	80	88
NM_144186.2	0	1	2	0
NM_001274685.2	2	4	6	4
NM_168320.2	1	1	11	5
NM_140032.3	8	23	83	88
NM_001274691.1	0	0	2	0
NM_001274694.1	0	0	0	1
NM_001169927.2	1	0	3	5
NM_140042.3	10	27	410	385
NM_168326.2	0	0	20	23
NM_001300069.1	0	1	13	17
NM_206309.3	44	28	186	160
NM_001104089.2	0	0	2	1
NM_140045.3	6	10	48	40
NM_140046.4	7	7	12	15
NM_079270.3	2	4	24	10
NM_079274.3	0	2	0	0
NM_001259765.2	1	0	1	4
NM_001259766.2	2	7	38	43
NM_168337.2	0	0	3	5
NM_168336.2	1	0	1	6
NM_001274698.1	1	0	0	1
NM_140049.3	2020	1785	27264	28537
NM_001259768.2	8	6	62	69
NM_140050.4	0	1	2	5
NM_140051.3	7	20	87	99
NM_170632.2	1	1	4	6
NM_170633.1	2	0	7	4
NM_079277.3	56	54	1895	1756
NM_079944.3	49	46	522	565
NM_079278.3	940	1637	4421	4608
NR_003862.1	0	1	1	7
NM_001169930.1	0	0	18	15
NM_140055.4	11	14	59	57
NM_140056.3	10	6	76	77
NM_140059.3	0	4	26	40
NM_168344.3	31	35	299	318
NM_001300076.1	3	3	17	24
NR_133196.1	0	0	1	3
NM_140061.3	1	9	21	21
NM_140062.2	0	0	1	2
NM_140063.5	10	14	140	116
NM_079279.3	6	3	70	52
NM_140067.2	215	214	1277	1213
NM_140068.3	12	12	121	172
NM_168349.2	0	0	0	1
NM_001274705.1	0	0	4	3
NM_001300079.1	0	2	0	1
NR_133197.1	0	0	4	7
NM_001031949.1	0	0	0	1
NM_001202149.2	8	4	122	133
NM_168353.2	2	0	281	241
NR_133198.1	0	0	2	1
NM_140076.2	0	0	2	4
NM_001259769.3	0	0	0	1
NM_079282.2	1	0	5	9
NM_140080.2	8	12	309	260
NM_140082.2	0	0	0	4
NM_140083.3	0	0	2	2
NM_140086.3	36	50	176	191
NM_079285.4	0	0	3	1
NM_140087.2	0	0	4	5
NR_133199.1	0	0	2	1
NR_124838.1	0	0	2	1
NM_001300085.1	1	0	15	2
NM_168361.2	6	6	23	35
NM_140091.4	60	80	848	870
NM_140094.2	6	5	37	39
NM_140095.4	10	30	150	152
NM_079287.2	349	896	873	937
NM_140097.1	5	10	10	21
NM_001274721.2	0	0	1	4
NM_001274720.1	1	0	2	2
NM_001382084.1	0	2	1	3
NM_168368.2	0	0	0	4
NM_001169931.2	0	0	2	0
NM_001274726.1	0	0	1	0
NM_140103.3	0	0	2	2
NM_001274729.1	1	5	1	7
NM_206315.2	0	1	6	5
NM_001104094.2	0	0	1	2
NM_079289.3	2	5	47	50
NM_080487.4	12	12	54	54
NM_168382.2	4	4	33	34
NM_001169932.2	0	0	1	0
NM_168384.2	0	0	2	1
NM_079292.5	6	7	54	67
NM_168388.2	0	0	4	2
NM_140115.2	0	1	11	13
NM_001370034.1	1	0	30	38
NM_001144458.2	1	0	1	1
NM_001104099.2	2	1	68	47
NM_001300088.1	1	1	1	2
NM_001382075.1	0	0	3	1
NM_079293.4	72	82	473	444
NM_140120.2	0	0	3	2
NM_001300089.2	0	0	2	0
NM_168396.2	0	0	2	0
NM_001202150.1	0	0	0	2
NM_168401.3	4	4	8	10
NM_168402.1	2	10	12	6
NM_140132.3	10	22	216	192
NM_079294.3	0	2	0	0
NM_140133.2	0	0	0	1
NM_001274749.1	0	0	4	2
NM_001104102.4	0	0	1	0
NM_140143.3	0	0	1	0
NM_140144.3	4	2	0	1
NM_168416.2	0	0	2	6
NM_168417.2	4	4	24	25
NM_001274754.1	2	1	7	8
NM_001104107.2	61	95	444	497
NM_001274756.1	26	8	58	46
NM_140151.3	58	66	293	263
NM_206316.2	0	0	0	1
NM_140152.2	50	120	131	132
NR_124855.1	0	1	0	0
NR_124858.1	0	0	2	2
NR_124862.1	0	2	0	1
NM_140155.4	8	16	52	61
NM_001169942.2	0	0	3	4
NM_168422.3	0	0	1	0
NM_140156.3	23	28	136	180
NM_140157.3	0	2	3	1
NM_140159.2	10	12	94	78
NM_140161.3	10	22	0	0
NM_140162.2	92	130	10	14
NR_124863.1	0	3	10	4
NM_140163.2	1	0	2	2
NM_168425.3	7	21	64	51
NM_140165.2	0	0	2	0
NM_001300095.1	0	0	1	2
NM_001274765.1	0	2	0	0
NM_168434.3	0	0	2	0
NM_140168.1	1	0	0	0
NM_140169.4	6	4	50	48
NM_140170.2	12	12	32	42
NM_168435.2	0	1	18	23
NM_140172.2	12	4	369	351
NM_176317.2	2	1	3	3
NM_001274767.1	0	1	3	3
NM_140174.5	24	20	312	335
NM_001316483.1	0	0	7	9
NM_001274769.1	1	2	18	18
NM_168440.3	0	0	3	0
NM_168441.1	2	0	0	0
NM_140182.3	30	44	252	222
NM_057387.5	345	541	1149	1062
NM_168444.2	0	0	1	0
NM_168446.2	0	0	1	0
NM_168445.3	0	0	0	1
NM_079298.4	5	35	106	76
NM_079299.4	107	111	465	458
NM_140184.4	4	10	23	30
NM_080275.3	0	0	2	0
NM_168448.3	38	58	1011	1049
NM_206320.2	0	0	2	2
NM_168449.2	10	28	82	68
NM_140188.4	1	1	2	1
NM_168451.4	0	0	5	1
NM_140194.2	4	2	6	7
NM_140192.3	4	1	13	4
NM_140193.4	0	2	2	5
NM_140195.4	170	156	1026	1037
NM_140196.4	42	82	536	448
NM_001300101.1	1	2	29	33
NR_133217.1	0	2	7	14
NR_124878.1	0	3	0	2
NM_206321.2	60	71	942	947
NR_124880.1	0	0	0	2
NM_168455.3	0	0	0	1
NR_133218.1	0	0	2	0
NR_124887.1	0	0	4	4
NM_140203.1	0	0	4	2
NR_124888.1	0	0	4	1
NR_124889.1	0	0	0	1
NR_133219.1	0	0	0	1
NM_140213.5	10	28	88	99
NM_001300105.1	0	0	1	0
NM_206322.1	0	2	0	0
NM_057370.2	2	0	0	0
NM_079300.3	4	4	0	0
NM_001104115.4	0	2	5	16
NM_168461.2	29	22	166	156
NM_001274784.1	1	0	1	0
NM_140217.2	4	3	46	38
NM_001144461.1	0	0	1	0
NM_206324.4	0	2	10	9
NM_079301.4	26	58	148	206
NM_001169946.2	0	0	1	1
NM_206332.2	2	0	72	74
NM_140228.2	16	28	2	0
NM_140229.3	14	16	62	66
NM_001274789.1	2	5	11	0
NM_206333.2	0	1	1	0
NM_168468.2	146	120	514	488
NR_124897.1	0	0	1	4
NM_140231.2	0	0	4	15
NM_168469.2	0	0	1	0
NM_001274791.1	10	6	5	9
NM_168470.2	33	60	24	24
NR_133220.1	0	0	2	0
NM_079302.4	32	36	268	282
NM_140236.4	1	2	2	5
NM_140237.2	7	8	39	42
NR_073924.1	0	0	3	8
NM_168471.3	0	0	0	1
NM_140239.4	2	0	6	9
NM_206338.2	7	4	229	228
NM_206339.2	0	0	1	1
NM_206337.2	0	0	2	1
NM_140243.4	15	35	206	161
NM_001104116.3	50	104	341	329
NM_140244.5	1	0	19	21
NM_001104119.2	0	0	4	4
NM_140250.1	0	0	0	2
NM_140251.3	18	24	130	116
NM_140252.2	27	86	16	18
NM_168477.3	4	42	166	158
NM_140254.3	2	13	40	41
NM_140255.4	0	1	0	2
NM_001169950.1	0	0	0	1
NM_168480.2	9	19	176	170
NR_003866.1	0	2	5	9
NM_168482.3	0	6	50	56
NM_001259795.2	0	0	7	5
NM_001300107.1	0	0	2	0
NM_206342.2	0	0	2	0
NM_001300111.1	0	0	0	1
NM_140279.3	0	0	0	3
NM_079308.2	58	66	793	848
NM_140280.3	10	22	112	116
NM_168484.2	0	0	2	2
NM_140284.2	0	0	2	0
NM_137449.3	2	0	20	10
NM_140288.3	12	6	152	124
NM_140289.3	26	22	184	166
NM_001259801.2	33	56	392	391
NM_140291.1	0	2	0	0
NM_140292.3	11	21	40	54
NM_140293.3	7	14	162	162
NM_140294.4	7	6	43	48
NM_001274814.1	0	1	2	2
NM_001274815.1	0	2	2	2
NM_140296.3	444	696	3118	3175
NM_079310.3	0	0	7	9
NM_168491.3	1	6	18	19
NM_168492.2	10	26	82	101
NM_079311.3	0	0	2	0
NM_140298.3	11	14	61	68
NM_001274819.1	0	0	1	0
NM_140299.3	0	2	12	10
NR_124898.1	0	0	7	8
NM_140301.2	113	52	4076	4457
NM_168493.2	2	5	84	76
NM_140302.2	0	2	34	21
NM_001300114.1	0	0	0	4
NM_168495.3	32	16	88	113
NM_001274823.1	8	4	1	0
NM_140309.2	0	0	1	2
NM_140313.3	16	8	72	69
NR_124903.1	0	0	2	1
NM_001274830.2	0	0	1	0
NM_001274829.1	0	1	5	9
NR_133229.1	0	0	0	2
NM_140316.3	23	21	73	100
NM_079315.2	0	0	1	0
NM_140317.3	12	30	139	148
NM_206345.2	113	83	913	943
NM_001274831.1	2	0	3	2
NM_168499.2	43	34	506	424
NM_079316.3	2	1	2	5
NM_001300119.1	4	1	8	8
NM_001104123.2	0	0	2	0
NR_124904.1	1	0	1	3
NM_140322.3	0	0	1	0
NR_124905.1	1	0	1	0
NM_001300121.1	0	0	1	0
NR_073926.1	1	0	0	2
NM_206346.3	0	0	16	11
NM_140324.3	12	16	50	52
NM_140325.3	40	33	190	215
NR_124906.1	0	0	0	1
NM_140329.3	40	76	602	644
NM_140330.2	0	0	2	0
NM_079319.4	179	165	978	893
NM_140331.3	152	192	574	518
NM_079320.3	86	120	474	617
NM_001104125.1	0	0	1	0
NM_140332.2	17	18	85	93
NM_140333.3	8	10	93	117
NM_001144469.3	2	0	8	6
NM_001144470.3	0	0	12	9
NR_048270.1	0	0	2	0
NM_079322.3	38	38	145	101
NR_124907.1	0	0	4	2
NM_080035.3	22	21	86	38
NM_168506.2	0	0	3	0
NM_168508.2	0	0	1	0
NM_168509.3	10	30	116	111
NM_001274851.1	0	0	0	2
NM_001274852.1	0	0	2	0
NM_079325.3	5	3	23	13
NM_001038913.2	11	17	250	259
NM_168512.4	46	72	600	551
NM_140340.2	3	4	20	19
NM_140344.3	7	12	146	157
NM_168516.3	0	0	1	1
NM_168519.2	0	0	1	0
NM_140346.2	16	20	110	70
NM_168522.2	0	0	2	3
NM_140348.2	20	17	933	909
NM_168523.2	27	9	225	198
NM_168525.3	0	0	0	1
NM_001274858.2	0	1	16	13
NM_001144472.3	0	0	2	0
NM_140355.2	0	0	2	6
NM_140363.3	2	6	58	50
NM_140364.3	48	80	628	622
NM_140365.3	26	52	224	238
NM_079327.3	13	18	73	30
NM_140366.3	0	1	2	2
NM_168534.4	1047	2070	4858	4795
NR_003868.1	0	0	0	1
NM_140368.2	4	2	10	8
NM_001043138.2	19	16	12	14
NM_140370.3	62	90	280	276
NM_001300126.1	3	6	3	7
NM_079329.3	0	1	0	5
NR_003869.1	0	0	0	1
NR_003870.1	0	0	0	1
NR_002485.2	0	0	2	3
NM_079330.3	3	3	22	11
NM_001274865.1	2	2	4	8
NM_001300127.1	2	0	1	6
NM_168539.2	0	0	2	10
NR_133231.1	2	0	0	0
NM_001300130.1	0	0	1	0
NM_140380.4	0	0	2	0
NM_168542.3	0	2	9	2
NM_140383.2	0	0	4	10
NM_001300131.1	2	0	0	0
NM_140385.4	13	18	44	37
NM_168543.2	0	0	1	0
NM_001104129.2	2	4	150	147
NM_206350.2	0	0	0	1
NM_140386.2	0	0	0	1
NM_140387.2	0	0	10	36
NM_140388.2	0	2	20	18
NM_140391.4	0	0	4	0
NM_001274871.1	8	4	120	102
NM_140393.4	7	6	70	89
NM_140394.2	28	18	66	98
NM_140395.2	0	0	2	2
NM_001274874.2	0	0	88	85
NM_168554.2	0	0	9	5
NM_140400.2	48	60	248	286
NM_140401.2	5	2	18	22
NM_168555.2	3	5	89	58
NM_001038916.3	0	1	5	7
NM_140402.5	1	2	10	11
NM_140403.2	14	52	195	260
NM_140404.2	0	1	7	2
NM_140405.2	23	42	222	202
NM_001202166.4	2	0	2	0
NM_001202168.2	0	0	2	0
NM_140408.3	140	74	14	20
NM_140409.2	0	1	4	5
NM_168562.2	0	0	0	2
NM_176326.2	0	0	2	4
NM_176325.2	1	0	1	5
NM_140412.2	6	10	128	139
NM_079337.3	162	160	954	1040
NM_168563.2	6	2	30	44
NM_079338.3	0	1	0	0
NM_140416.3	0	0	2	1
NM_140419.3	0	0	6	9
NM_140420.2	0	0	20	4
NM_138985.3	242	380	950	893
NM_140421.3	5	2	30	23
NM_140422.3	5	2	48	30
NM_140423.3	0	1	0	1
NM_001274890.1	0	0	2	0
NM_168571.3	42	40	271	262
NM_001274891.1	10	6	59	58
NM_001259816.2	0	0	3	7
NM_001274893.1	2	0	9	7
NM_168574.1	0	0	1	0
NM_140431.3	28	36	219	192
NM_140432.5	0	1	1	2
NM_140433.2	6	4	31	18
NM_001274895.2	0	3	110	126
NM_168575.4	0	0	0	1
NM_001144476.3	10	21	761	704
NM_143759.3	18	29	145	111
NM_001014583.2	0	0	0	1
NM_001259819.2	0	0	1	0
NM_001038921.2	5	3	20	18
NM_140441.3	0	0	8	4
NM_001274905.1	0	0	2	0
NM_140443.2	0	0	2	6
NM_001259825.2	0	0	0	2
NM_140445.3	0	0	2	0
NM_001274910.1	1	0	10	4
NM_001144479.4	1	0	0	1
NM_140447.4	0	0	1	1
NM_001144477.2	0	0	3	0
NM_079345.4	0	0	2	0
NM_001274913.1	1	1	10	6
NR_124940.1	0	0	1	4
NM_001038923.3	13	10	31	42
NM_080154.5	0	0	1	0
NM_001274914.1	0	0	1	6
NM_140453.3	0	1	13	14
NM_001144483.2	0	0	21	22
NM_140454.3	20	20	6	8
NM_140455.2	0	0	0	2
NM_206354.2	0	0	0	2
NM_001043140.3	2	4	19	17
NM_001274918.1	0	0	2	0
NM_140464.2	0	2	9	0
NM_140465.3	108	161	1403	1328
NM_140466.2	0	0	1	0
NM_140467.3	38	66	416	458
NM_206362.2	31	12	104	88
NM_001274919.2	0	0	1	0
NM_140468.3	0	1	1	0
NM_001274920.1	0	0	2	1
NM_140469.3	0	0	0	2
NM_206363.4	670	864	3404	3450
NR_124941.1	0	0	0	2
NM_001202178.1	0	0	1	0
NM_079349.3	0	2	4	4
NM_057541.5	0	0	0	2
NR_048276.2	0	1	0	0
NM_079350.5	4	1	6	8
NM_001316435.1	3	2	3	15
NM_079351.4	11	20	133	140
NM_079352.4	466	427	1875	1889
NM_140480.3	0	0	186	158
NM_140481.2	0	0	20	12
NM_140484.3	0	0	88	106
NM_001274935.2	1	0	7	8
NM_001032401.1	0	0	5	15
NM_001274930.1	0	0	1	0
NM_079354.4	0	0	0	2
NM_140488.3	26	26	157	195
NM_001300138.1	2	1	2	0
NR_073934.1	5	1	10	11
NM_168607.2	1	2	3	2
NR_073936.1	0	0	5	5
NM_140491.2	0	4	2	0
NM_001274940.1	0	0	5	1
NM_140495.2	0	2	3	9
NR_124943.1	0	0	0	1
NM_168616.2	4	25	84	94
NM_001274942.1	10	0	17	9
NM_140497.3	1	0	0	0
NM_140498.2	2	10	54	73
NM_140499.3	27	47	203	213
NM_140501.3	28	23	98	96
NM_140500.3	22	28	82	66
NM_080018.2	30	22	92	88
NM_168618.2	0	0	0	2
NR_124947.1	0	0	0	1
NM_140510.3	12	10	304	344
NM_140511.4	75	80	336	329
NM_140512.2	27	35	75	105
NM_001274947.1	0	1	1	0
NM_168623.2	1	3	1	0
NM_206371.3	1	1	0	0
NM_001274949.1	0	2	0	0
NM_140514.3	0	0	0	1
NM_001202181.1	0	0	0	2
NM_140515.2	0	0	2	0
NM_140516.3	8	20	47	59
NM_168624.3	22	22	110	138
NM_001202182.1	0	0	2	0
NM_001259838.2	0	0	1	0
NM_206374.2	34	33	220	224
NM_168626.3	0	3	3	0
NM_140519.4	63	70	478	442
NM_001259842.2	0	0	0	1
NM_001259841.2	0	0	1	0
NM_140520.4	0	5	8	8
NM_001274955.1	0	0	10	7
NM_140522.3	55	74	249	253
NM_140523.4	9	32	130	131
NM_140524.4	12	16	154	168
NM_140525.4	0	1	3	7
NM_001274956.1	8	1	13	28
